week,idade,vacina,ordem,state,n
2022-04-16,6,Pfizer,4,PE,0
2022-04-16,6,Pfizer,4,PI,0
2022-04-16,6,Pfizer,4,PR,0
2022-04-16,6,Pfizer,4,RJ,0
2022-04-16,6,Pfizer,4,RN,0
2022-04-16,6,Pfizer,4,RO,0
2022-04-16,6,Pfizer,4,RS,0
2022-04-16,6,Pfizer,4,SC,0
2022-04-16,6,Pfizer,4,SE,0
2022-04-16,6,Pfizer,4,SP,0
2022-04-16,6,Pfizer,4,TO,0
2022-04-16,6,Pfizer,5,BA,0
2022-04-16,6,Pfizer,5,ES,0
2022-04-16,6,Pfizer,5,MG,0
2022-04-16,6,Pfizer,5,PA,0
2022-04-16,6,Pfizer,5,PB,0
2022-04-16,6,Pfizer,5,PR,0
2022-04-16,6,Pfizer,5,RJ,0
2022-04-16,6,Pfizer,5,RN,0
2022-04-16,6,Pfizer,5,RS,0
2022-04-16,6,Pfizer,5,SP,0
2022-04-16,7,Coronavac,1,AC,36
2022-04-16,7,Coronavac,1,AL,281
2022-04-16,7,Coronavac,1,AM,607
2022-04-16,7,Coronavac,1,AP,132
2022-04-16,7,Coronavac,1,BA,1335
2022-04-16,7,Coronavac,1,CE,711
2022-04-16,7,Coronavac,1,DF,336
2022-04-16,7,Coronavac,1,ES,460
2022-04-16,7,Coronavac,1,GO,546
2022-04-16,7,Coronavac,1,MA,300
2022-04-16,7,Coronavac,1,MG,2432
2022-04-16,7,Coronavac,1,MS,111
2022-04-16,7,Coronavac,1,MT,248
2022-04-16,7,Coronavac,1,PA,530
2022-04-16,7,Coronavac,1,PB,560
2022-04-16,7,Coronavac,1,PE,720
2022-04-16,7,Coronavac,1,PI,401
2022-04-16,7,Coronavac,1,PR,1300
2022-04-16,7,Coronavac,1,RJ,1444
2022-04-16,7,Coronavac,1,RN,227
2022-04-16,7,Coronavac,1,RO,10
2022-04-16,7,Coronavac,1,RR,43
2022-04-16,7,Coronavac,1,RS,1089
2022-04-16,7,Coronavac,1,SC,350
2022-04-16,7,Coronavac,1,SE,242
2022-04-16,7,Coronavac,1,SP,1250
2022-04-16,7,Coronavac,1,TO,33
2022-04-16,7,Coronavac,2,AC,21
2022-04-16,7,Coronavac,2,AL,202
2022-04-16,7,Coronavac,2,AM,397
2022-04-16,7,Coronavac,2,AP,41
2022-04-16,7,Coronavac,2,BA,910
2022-04-16,7,Coronavac,2,CE,611
2022-04-16,7,Coronavac,2,DF,242
2022-04-16,7,Coronavac,2,ES,368
2022-04-16,7,Coronavac,2,GO,326
2022-04-16,7,Coronavac,2,MA,203
2022-04-16,7,Coronavac,2,MG,1874
2022-04-16,7,Coronavac,2,MS,92
2022-04-16,7,Coronavac,2,MT,141
2022-04-16,7,Coronavac,2,PA,344
2022-04-16,7,Coronavac,2,PB,517
2022-04-16,7,Coronavac,2,PE,574
2022-04-16,7,Coronavac,2,PI,351
2022-04-16,7,Coronavac,2,PR,1027
2022-04-16,7,Coronavac,2,RJ,965
2022-04-16,7,Coronavac,2,RN,161
2022-04-16,7,Coronavac,2,RO,14
2022-04-16,7,Coronavac,2,RR,20
2022-04-16,7,Coronavac,2,RS,862
2022-04-16,7,Coronavac,2,SC,277
2022-04-16,7,Coronavac,2,SE,195
2022-04-16,7,Coronavac,2,SP,6102
2022-04-16,7,Coronavac,2,TO,53
2022-04-16,7,Coronavac,3,AC,0
2022-04-16,7,Coronavac,3,AL,0
2022-04-16,7,Coronavac,3,AM,1
2022-04-16,7,Coronavac,3,AP,0
2022-04-16,7,Coronavac,3,BA,9
2022-04-16,7,Coronavac,3,CE,1
2022-04-16,7,Coronavac,3,DF,1
2022-04-16,7,Coronavac,3,ES,0
2022-04-16,7,Coronavac,3,GO,1
2022-04-16,7,Coronavac,3,MA,0
2022-04-16,7,Coronavac,3,MG,5
2022-04-16,7,Coronavac,3,MS,1
2022-04-16,7,Coronavac,3,MT,0
2022-04-16,7,Coronavac,3,PA,0
2022-04-16,7,Coronavac,3,PB,0
2022-04-16,7,Coronavac,3,PE,0
2022-04-16,7,Coronavac,3,PI,3
2022-04-16,7,Coronavac,3,PR,3
2022-04-16,7,Coronavac,3,RJ,8
2022-04-16,7,Coronavac,3,RN,0
2022-04-16,7,Coronavac,3,RO,0
2022-04-16,7,Coronavac,3,RR,0
2022-04-16,7,Coronavac,3,RS,0
2022-04-16,7,Coronavac,3,SC,0
2022-04-16,7,Coronavac,3,SE,1
2022-04-16,7,Coronavac,3,SP,17
2022-04-16,7,Coronavac,3,TO,1
2022-04-16,7,Coronavac,4,AC,0
2022-04-16,7,Coronavac,4,AL,0
2022-04-16,7,Coronavac,4,AM,0
2022-04-16,7,Coronavac,4,AP,0
2022-04-16,7,Coronavac,4,BA,4
2022-04-16,7,Coronavac,4,CE,0
2022-04-16,7,Coronavac,4,DF,0
2022-04-16,7,Coronavac,4,ES,0
2022-04-16,7,Coronavac,4,GO,0
2022-04-16,7,Coronavac,4,MA,0
2022-04-16,7,Coronavac,4,MG,0
2022-04-16,7,Coronavac,4,MS,0
2022-04-16,7,Coronavac,4,MT,0
2022-04-16,7,Coronavac,4,PA,0
2022-04-16,7,Coronavac,4,PB,0
2022-04-16,7,Coronavac,4,PE,0
2022-04-16,7,Coronavac,4,PI,0
2022-04-16,7,Coronavac,4,PR,0
2022-04-16,7,Coronavac,4,RJ,0
2022-04-16,7,Coronavac,4,RN,0
2022-04-16,7,Coronavac,4,RO,0
2022-04-16,7,Coronavac,4,RS,0
2022-04-16,7,Coronavac,4,SC,0
2022-04-16,7,Coronavac,4,SE,0
2022-04-16,7,Coronavac,4,SP,0
2022-04-16,7,Coronavac,4,TO,0
2022-04-16,7,Coronavac,5,BA,0
2022-04-16,7,Coronavac,5,ES,0
2022-04-16,7,Coronavac,5,MG,0
2022-04-16,7,Coronavac,5,PA,0
2022-04-16,7,Coronavac,5,PB,0
2022-04-16,7,Coronavac,5,PR,0
2022-04-16,7,Coronavac,5,RJ,0
2022-04-16,7,Coronavac,5,RN,0
2022-04-16,7,Coronavac,5,RS,0
2022-04-16,7,Coronavac,5,SP,0
2022-04-16,7,Pfizer,1,AC,116
2022-04-16,7,Pfizer,1,AL,338
2022-04-16,7,Pfizer,1,AM,571
2022-04-16,7,Pfizer,1,AP,97
2022-04-16,7,Pfizer,1,BA,2022
2022-04-16,7,Pfizer,1,CE,1076
2022-04-16,7,Pfizer,1,DF,138
2022-04-16,7,Pfizer,1,ES,417
2022-04-16,7,Pfizer,1,GO,781
2022-04-16,7,Pfizer,1,MA,903
2022-04-16,7,Pfizer,1,MG,2700
2022-04-16,7,Pfizer,1,MS,266
2022-04-16,7,Pfizer,1,MT,306
2022-04-16,7,Pfizer,1,PA,716
2022-04-16,7,Pfizer,1,PB,604
2022-04-16,7,Pfizer,1,PE,1262
2022-04-16,7,Pfizer,1,PI,464
2022-04-16,7,Pfizer,1,PR,1680
2022-04-16,7,Pfizer,1,RJ,1893
2022-04-16,7,Pfizer,1,RN,287
2022-04-16,7,Pfizer,1,RO,221
2022-04-16,7,Pfizer,1,RR,39
2022-04-16,7,Pfizer,1,RS,1169
2022-04-16,7,Pfizer,1,SC,838
2022-04-16,7,Pfizer,1,SE,304
2022-04-16,7,Pfizer,1,SP,1216
2022-04-16,7,Pfizer,1,TO,130
2022-04-16,7,Pfizer,2,AC,78
2022-04-16,7,Pfizer,2,AL,256
2022-04-16,7,Pfizer,2,AM,319
2022-04-16,7,Pfizer,2,AP,51
2022-04-16,7,Pfizer,2,BA,1438
2022-04-16,7,Pfizer,2,CE,833
2022-04-16,7,Pfizer,2,DF,91
2022-04-16,7,Pfizer,2,ES,163
2022-04-16,7,Pfizer,2,GO,626
2022-04-16,7,Pfizer,2,MA,643
2022-04-16,7,Pfizer,2,MG,2203
2022-04-16,7,Pfizer,2,MS,182
2022-04-16,7,Pfizer,2,MT,222
2022-04-16,7,Pfizer,2,PA,435
2022-04-16,7,Pfizer,2,PB,587
2022-04-16,7,Pfizer,2,PE,946
2022-04-16,7,Pfizer,2,PI,365
2022-04-16,7,Pfizer,2,PR,1557
2022-04-16,7,Pfizer,2,RJ,1364
2022-04-16,7,Pfizer,2,RN,243
2022-04-16,7,Pfizer,2,RO,135
2022-04-16,7,Pfizer,2,RR,13
2022-04-16,7,Pfizer,2,RS,986
2022-04-16,7,Pfizer,2,SC,603
2022-04-16,7,Pfizer,2,SE,242
2022-04-16,7,Pfizer,2,SP,1998
2022-04-16,7,Pfizer,2,TO,105
2022-04-16,7,Pfizer,3,AC,1
2022-04-16,7,Pfizer,3,AL,0
2022-04-16,7,Pfizer,3,AM,1
2022-04-16,7,Pfizer,3,AP,0
2022-04-16,7,Pfizer,3,BA,11
2022-04-16,7,Pfizer,3,CE,12
2022-04-16,7,Pfizer,3,DF,0
2022-04-16,7,Pfizer,3,ES,3
2022-04-16,7,Pfizer,3,GO,2
2022-04-16,7,Pfizer,3,MA,0
2022-04-16,7,Pfizer,3,MG,9
2022-04-16,7,Pfizer,3,MS,1
2022-04-16,7,Pfizer,3,MT,1
2022-04-16,7,Pfizer,3,PA,1
2022-04-16,7,Pfizer,3,PB,0
2022-04-16,7,Pfizer,3,PE,2
2022-04-16,7,Pfizer,3,PI,2
2022-04-16,7,Pfizer,3,PR,5
2022-04-16,7,Pfizer,3,RJ,7
2022-04-16,7,Pfizer,3,RN,2
2022-04-16,7,Pfizer,3,RO,0
2022-04-16,7,Pfizer,3,RR,0
2022-04-16,7,Pfizer,3,RS,4
2022-04-16,7,Pfizer,3,SC,1
2022-04-16,7,Pfizer,3,SE,0
2022-04-16,7,Pfizer,3,SP,7
2022-04-16,7,Pfizer,3,TO,0
2022-04-16,7,Pfizer,4,AC,0
2022-04-16,7,Pfizer,4,AL,0
2022-04-16,7,Pfizer,4,AM,0
2022-04-16,7,Pfizer,4,AP,0
2022-04-16,7,Pfizer,4,BA,0
2022-04-16,7,Pfizer,4,CE,0
2022-04-16,7,Pfizer,4,DF,0
2022-04-16,7,Pfizer,4,ES,0
2022-04-16,7,Pfizer,4,GO,0
2022-04-16,7,Pfizer,4,MA,0
2022-04-16,7,Pfizer,4,MG,0
2022-04-16,7,Pfizer,4,MS,0
2022-04-16,7,Pfizer,4,MT,0
2022-04-16,7,Pfizer,4,PA,0
2022-04-16,7,Pfizer,4,PB,0
2022-04-16,7,Pfizer,4,PE,0
2022-04-16,7,Pfizer,4,PI,0
2022-04-16,7,Pfizer,4,PR,0
2022-04-16,7,Pfizer,4,RJ,1
2022-04-16,7,Pfizer,4,RN,0
2022-04-16,7,Pfizer,4,RO,0
2022-04-16,7,Pfizer,4,RS,0
2022-04-16,7,Pfizer,4,SC,0
2022-04-16,7,Pfizer,4,SE,0
2022-04-16,7,Pfizer,4,SP,0
2022-04-16,7,Pfizer,4,TO,0
2022-04-16,7,Pfizer,5,BA,0
2022-04-16,7,Pfizer,5,ES,0
2022-04-16,7,Pfizer,5,MG,0
2022-04-16,7,Pfizer,5,PA,0
2022-04-16,7,Pfizer,5,PB,0
2022-04-16,7,Pfizer,5,PR,0
2022-04-16,7,Pfizer,5,RJ,0
2022-04-16,7,Pfizer,5,RN,0
2022-04-16,7,Pfizer,5,RS,0
2022-04-16,7,Pfizer,5,SP,0
2022-04-16,8,Coronavac,1,AC,57
2022-04-16,8,Coronavac,1,AL,311
2022-04-16,8,Coronavac,1,AM,567
2022-04-16,8,Coronavac,1,AP,107
2022-04-16,8,Coronavac,1,BA,1217
2022-04-16,8,Coronavac,1,CE,683
2022-04-16,8,Coronavac,1,DF,313
2022-04-16,8,Coronavac,1,ES,457
2022-04-16,8,Coronavac,1,GO,517
2022-04-16,8,Coronavac,1,MA,318
2022-04-16,8,Coronavac,1,MG,2188
2022-04-16,8,Coronavac,1,MS,139
2022-04-16,8,Coronavac,1,MT,244
2022-04-16,8,Coronavac,1,PA,551
2022-04-16,8,Coronavac,1,PB,491
2022-04-16,8,Coronavac,1,PE,685
2022-04-16,8,Coronavac,1,PI,374
2022-04-16,8,Coronavac,1,PR,1118
2022-04-16,8,Coronavac,1,RJ,1347
2022-04-16,8,Coronavac,1,RN,225
2022-04-16,8,Coronavac,1,RO,6
2022-04-16,8,Coronavac,1,RR,46
2022-04-16,8,Coronavac,1,RS,1043
2022-04-16,8,Coronavac,1,SC,385
2022-04-16,8,Coronavac,1,SE,203
2022-04-16,8,Coronavac,1,SP,1267
2022-04-16,8,Coronavac,1,TO,55
2022-04-16,8,Coronavac,2,AC,35
2022-04-16,8,Coronavac,2,AL,176
2022-04-16,8,Coronavac,2,AM,413
2022-04-16,8,Coronavac,2,AP,52
2022-04-16,8,Coronavac,2,BA,868
2022-04-16,8,Coronavac,2,CE,522
2022-04-16,8,Coronavac,2,DF,244
2022-04-16,8,Coronavac,2,ES,332
2022-04-16,8,Coronavac,2,GO,374
2022-04-16,8,Coronavac,2,MA,195
2022-04-16,8,Coronavac,2,MG,1739
2022-04-16,8,Coronavac,2,MS,102
2022-04-16,8,Coronavac,2,MT,155
2022-04-16,8,Coronavac,2,PA,355
2022-04-16,8,Coronavac,2,PB,357
2022-04-16,8,Coronavac,2,PE,547
2022-04-16,8,Coronavac,2,PI,306
2022-04-16,8,Coronavac,2,PR,947
2022-04-16,8,Coronavac,2,RJ,889
2022-04-16,8,Coronavac,2,RN,177
2022-04-16,8,Coronavac,2,RO,9
2022-04-16,8,Coronavac,2,RR,29
2022-04-16,8,Coronavac,2,RS,868
2022-04-16,8,Coronavac,2,SC,247
2022-04-16,8,Coronavac,2,SE,137
2022-04-16,8,Coronavac,2,SP,6528
2022-04-16,8,Coronavac,2,TO,58
2022-04-16,8,Coronavac,3,AC,0
2022-04-16,8,Coronavac,3,AL,0
2022-04-16,8,Coronavac,3,AM,0
2022-04-16,8,Coronavac,3,AP,0
2022-04-16,8,Coronavac,3,BA,7
2022-04-16,8,Coronavac,3,CE,3
2022-04-16,8,Coronavac,3,DF,0
2022-04-16,8,Coronavac,3,ES,3
2022-04-16,8,Coronavac,3,GO,3
2022-04-16,8,Coronavac,3,MA,1
2022-04-16,8,Coronavac,3,MG,10
2022-04-16,8,Coronavac,3,MS,0
2022-04-16,8,Coronavac,3,MT,0
2022-04-16,8,Coronavac,3,PA,0
2022-04-16,8,Coronavac,3,PB,0
2022-04-16,8,Coronavac,3,PE,2
2022-04-16,8,Coronavac,3,PI,1
2022-04-16,8,Coronavac,3,PR,1
2022-04-16,8,Coronavac,3,RJ,10
2022-04-16,8,Coronavac,3,RN,1
2022-04-16,8,Coronavac,3,RO,1
2022-04-16,8,Coronavac,3,RR,0
2022-04-16,8,Coronavac,3,RS,2
2022-04-16,8,Coronavac,3,SC,0
2022-04-16,8,Coronavac,3,SE,0
2022-04-16,8,Coronavac,3,SP,16
2022-04-16,8,Coronavac,3,TO,0
2022-04-16,8,Coronavac,4,AC,0
2022-04-16,8,Coronavac,4,AL,0
2022-04-16,8,Coronavac,4,AM,0
2022-04-16,8,Coronavac,4,AP,0
2022-04-16,8,Coronavac,4,BA,1
2022-04-16,8,Coronavac,4,CE,0
2022-04-16,8,Coronavac,4,DF,0
2022-04-16,8,Coronavac,4,ES,0
2022-04-16,8,Coronavac,4,GO,0
2022-04-16,8,Coronavac,4,MA,0
2022-04-16,8,Coronavac,4,MG,0
2022-04-16,8,Coronavac,4,MS,0
2022-04-16,8,Coronavac,4,MT,0
2022-04-16,8,Coronavac,4,PA,0
2022-04-16,8,Coronavac,4,PB,0
2022-04-16,8,Coronavac,4,PE,0
2022-04-16,8,Coronavac,4,PI,0
2022-04-16,8,Coronavac,4,PR,0
2022-04-16,8,Coronavac,4,RJ,1
2022-04-16,8,Coronavac,4,RN,0
2022-04-16,8,Coronavac,4,RO,0
2022-04-16,8,Coronavac,4,RS,0
2022-04-16,8,Coronavac,4,SC,0
2022-04-16,8,Coronavac,4,SE,0
2022-04-16,8,Coronavac,4,SP,0
2022-04-16,8,Coronavac,4,TO,0
2022-04-16,8,Coronavac,5,BA,0
2022-04-16,8,Coronavac,5,ES,0
2022-04-16,8,Coronavac,5,MG,0
2022-04-16,8,Coronavac,5,PA,0
2022-04-16,8,Coronavac,5,PB,0
2022-04-16,8,Coronavac,5,PR,0
2022-04-16,8,Coronavac,5,RJ,0
2022-04-16,8,Coronavac,5,RN,0
2022-04-16,8,Coronavac,5,RS,0
2022-04-16,8,Coronavac,5,SP,0
2022-04-16,8,Pfizer,1,AC,122
2022-04-16,8,Pfizer,1,AL,391
2022-04-16,8,Pfizer,1,AM,562
2022-04-16,8,Pfizer,1,AP,106
2022-04-16,8,Pfizer,1,BA,2011
2022-04-16,8,Pfizer,1,CE,1173
2022-04-16,8,Pfizer,1,DF,166
2022-04-16,8,Pfizer,1,ES,378
2022-04-16,8,Pfizer,1,GO,783
2022-04-16,8,Pfizer,1,MA,1007
2022-04-16,8,Pfizer,1,MG,2805
2022-04-16,8,Pfizer,1,MS,272
2022-04-16,8,Pfizer,1,MT,365
2022-04-16,8,Pfizer,1,PA,825
2022-04-16,8,Pfizer,1,PB,725
2022-04-16,8,Pfizer,1,PE,1320
2022-04-16,8,Pfizer,1,PI,514
2022-04-16,8,Pfizer,1,PR,1769
2022-04-16,8,Pfizer,1,RJ,1797
2022-04-16,8,Pfizer,1,RN,260
2022-04-16,8,Pfizer,1,RO,221
2022-04-16,8,Pfizer,1,RR,46
2022-04-16,8,Pfizer,1,RS,1159
2022-04-16,8,Pfizer,1,SC,842
2022-04-16,8,Pfizer,1,SE,247
2022-04-16,8,Pfizer,1,SP,1291
2022-04-16,8,Pfizer,1,TO,148
2022-04-16,8,Pfizer,2,AC,88
2022-04-16,8,Pfizer,2,AL,274
2022-04-16,8,Pfizer,2,AM,351
2022-04-16,8,Pfizer,2,AP,60
2022-04-16,8,Pfizer,2,BA,1562
2022-04-16,8,Pfizer,2,CE,963
2022-04-16,8,Pfizer,2,DF,156
2022-04-16,8,Pfizer,2,ES,157
2022-04-16,8,Pfizer,2,GO,663
2022-04-16,8,Pfizer,2,MA,737
2022-04-16,8,Pfizer,2,MG,2380
2022-04-16,8,Pfizer,2,MS,204
2022-04-16,8,Pfizer,2,MT,297
2022-04-16,8,Pfizer,2,PA,532
2022-04-16,8,Pfizer,2,PB,728
2022-04-16,8,Pfizer,2,PE,1059
2022-04-16,8,Pfizer,2,PI,452
2022-04-16,8,Pfizer,2,PR,1571
2022-04-16,8,Pfizer,2,RJ,1232
2022-04-16,8,Pfizer,2,RN,230
2022-04-16,8,Pfizer,2,RO,144
2022-04-16,8,Pfizer,2,RR,20
2022-04-16,8,Pfizer,2,RS,953
2022-04-16,8,Pfizer,2,SC,674
2022-04-16,8,Pfizer,2,SE,232
2022-04-16,8,Pfizer,2,SP,2112
2022-04-16,8,Pfizer,2,TO,104
2022-04-16,8,Pfizer,3,AC,0
2022-04-16,8,Pfizer,3,AL,0
2022-04-16,8,Pfizer,3,AM,1
2022-04-16,8,Pfizer,3,AP,0
2022-04-16,8,Pfizer,3,BA,5
2022-04-16,8,Pfizer,3,CE,3
2022-04-16,8,Pfizer,3,DF,1
2022-04-16,8,Pfizer,3,ES,1
2022-04-16,8,Pfizer,3,GO,1
2022-04-16,8,Pfizer,3,MA,2
2022-04-16,8,Pfizer,3,MG,1
2022-04-16,8,Pfizer,3,MS,0
2022-04-16,8,Pfizer,3,MT,0
2022-04-16,8,Pfizer,3,PA,0
2022-04-16,8,Pfizer,3,PB,0
2022-04-16,8,Pfizer,3,PE,1
2022-04-16,8,Pfizer,3,PI,2
2022-04-16,8,Pfizer,3,PR,5
2022-04-16,8,Pfizer,3,RJ,3
2022-04-16,8,Pfizer,3,RN,0
2022-04-16,8,Pfizer,3,RO,0
2022-04-16,8,Pfizer,3,RR,0
2022-04-16,8,Pfizer,3,RS,2
2022-04-16,8,Pfizer,3,SC,1
2022-04-16,8,Pfizer,3,SE,2
2022-04-16,8,Pfizer,3,SP,8
2022-04-16,8,Pfizer,3,TO,0
2022-04-16,8,Pfizer,4,AC,0
2022-04-16,8,Pfizer,4,AL,0
2022-04-16,8,Pfizer,4,AM,0
2022-04-16,8,Pfizer,4,AP,0
2022-04-16,8,Pfizer,4,BA,0
2022-04-16,8,Pfizer,4,CE,0
2022-04-16,8,Pfizer,4,DF,0
2022-04-16,8,Pfizer,4,ES,0
2022-04-16,8,Pfizer,4,GO,1
2022-04-16,8,Pfizer,4,MA,0
2022-04-16,8,Pfizer,4,MG,0
2022-04-16,8,Pfizer,4,MS,0
2022-04-16,8,Pfizer,4,MT,0
2022-04-16,8,Pfizer,4,PA,0
2022-04-16,8,Pfizer,4,PB,0
2022-04-16,8,Pfizer,4,PE,0
2022-04-16,8,Pfizer,4,PI,0
2022-04-16,8,Pfizer,4,PR,0
2022-04-16,8,Pfizer,4,RJ,0
2022-04-16,8,Pfizer,4,RN,0
2022-04-16,8,Pfizer,4,RO,0
2022-04-16,8,Pfizer,4,RS,0
2022-04-16,8,Pfizer,4,SC,0
2022-04-16,8,Pfizer,4,SE,0
2022-04-16,8,Pfizer,4,SP,0
2022-04-16,8,Pfizer,4,TO,0
2022-04-16,8,Pfizer,5,BA,0
2022-04-16,8,Pfizer,5,ES,0
2022-04-16,8,Pfizer,5,MG,0
2022-04-16,8,Pfizer,5,PA,0
2022-04-16,8,Pfizer,5,PB,0
2022-04-16,8,Pfizer,5,PR,0
2022-04-16,8,Pfizer,5,RJ,0
2022-04-16,8,Pfizer,5,RN,0
2022-04-16,8,Pfizer,5,RS,0
2022-04-16,8,Pfizer,5,SP,0
2022-04-16,9,Coronavac,1,AC,44
2022-04-16,9,Coronavac,1,AL,259
2022-04-16,9,Coronavac,1,AM,586
2022-04-16,9,Coronavac,1,AP,100
2022-04-16,9,Coronavac,1,BA,1173
2022-04-16,9,Coronavac,1,CE,649
2022-04-16,9,Coronavac,1,DF,301
2022-04-16,9,Coronavac,1,ES,421
2022-04-16,9,Coronavac,1,GO,497
2022-04-16,9,Coronavac,1,MA,312
2022-04-16,9,Coronavac,1,MG,1953
2022-04-16,9,Coronavac,1,MS,123
2022-04-16,9,Coronavac,1,MT,210
2022-04-16,9,Coronavac,1,PA,532
2022-04-16,9,Coronavac,1,PB,467
2022-04-16,9,Coronavac,1,PE,740
2022-04-16,9,Coronavac,1,PI,303
2022-04-16,9,Coronavac,1,PR,1081
2022-04-16,9,Coronavac,1,RJ,1193
2022-04-16,9,Coronavac,1,RN,249
2022-04-16,9,Coronavac,1,RO,22
2022-04-16,9,Coronavac,1,RR,59
2022-04-16,9,Coronavac,1,RS,1057
2022-04-16,9,Coronavac,1,SC,365
2022-04-16,9,Coronavac,1,SE,181
2022-04-16,9,Coronavac,1,SP,1356
2022-04-16,9,Coronavac,1,TO,54
2022-04-16,9,Coronavac,2,AC,29
2022-04-16,9,Coronavac,2,AL,195
2022-04-16,9,Coronavac,2,AM,425
2022-04-16,9,Coronavac,2,AP,69
2022-04-16,9,Coronavac,2,BA,876
2022-04-16,9,Coronavac,2,CE,532
2022-04-16,9,Coronavac,2,DF,238
2022-04-16,9,Coronavac,2,ES,342
2022-04-16,9,Coronavac,2,GO,327
2022-04-16,9,Coronavac,2,MA,223
2022-04-16,9,Coronavac,2,MG,1554
2022-04-16,9,Coronavac,2,MS,91
2022-04-16,9,Coronavac,2,MT,144
2022-04-16,9,Coronavac,2,PA,371
2022-04-16,9,Coronavac,2,PB,296
2022-04-16,9,Coronavac,2,PE,540
2022-04-16,9,Coronavac,2,PI,250
2022-04-16,9,Coronavac,2,PR,878
2022-04-16,9,Coronavac,2,RJ,891
2022-04-16,9,Coronavac,2,RN,179
2022-04-16,9,Coronavac,2,RO,6
2022-04-16,9,Coronavac,2,RR,26
2022-04-16,9,Coronavac,2,RS,859
2022-04-16,9,Coronavac,2,SC,267
2022-04-16,9,Coronavac,2,SE,166
2022-04-16,9,Coronavac,2,SP,6774
2022-04-16,9,Coronavac,2,TO,51
2022-04-16,9,Coronavac,3,AC,0
2022-04-16,9,Coronavac,3,AL,0
2022-04-16,9,Coronavac,3,AM,1
2022-04-16,9,Coronavac,3,AP,2
2022-04-16,9,Coronavac,3,BA,6
2022-04-16,9,Coronavac,3,CE,0
2022-04-16,9,Coronavac,3,DF,1
2022-04-16,9,Coronavac,3,ES,2
2022-04-16,9,Coronavac,3,GO,3
2022-04-16,9,Coronavac,3,MA,1
2022-04-16,9,Coronavac,3,MG,6
2022-04-16,9,Coronavac,3,MS,0
2022-04-16,9,Coronavac,3,MT,2
2022-04-16,9,Coronavac,3,PA,1
2022-04-16,9,Coronavac,3,PB,0
2022-04-16,9,Coronavac,3,PE,1
2022-04-16,9,Coronavac,3,PI,1
2022-04-16,9,Coronavac,3,PR,3
2022-04-16,9,Coronavac,3,RJ,8
2022-04-16,9,Coronavac,3,RN,4
2022-04-16,9,Coronavac,3,RO,0
2022-04-16,9,Coronavac,3,RR,0
2022-04-16,9,Coronavac,3,RS,2
2022-04-16,9,Coronavac,3,SC,1
2022-04-16,9,Coronavac,3,SE,0
2022-04-16,9,Coronavac,3,SP,11
2022-04-16,9,Coronavac,3,TO,0
2022-04-16,9,Coronavac,4,AC,0
2022-04-16,9,Coronavac,4,AL,0
2022-04-16,9,Coronavac,4,AM,0
2022-04-16,9,Coronavac,4,AP,0
2022-04-16,9,Coronavac,4,BA,0
2022-04-16,9,Coronavac,4,CE,0
2022-04-16,9,Coronavac,4,DF,0
2022-04-16,9,Coronavac,4,ES,1
2022-04-16,9,Coronavac,4,GO,0
2022-04-16,9,Coronavac,4,MA,0
2022-04-16,9,Coronavac,4,MG,0
2022-04-16,9,Coronavac,4,MS,0
2022-04-16,9,Coronavac,4,MT,0
2022-04-16,9,Coronavac,4,PA,0
2022-04-16,9,Coronavac,4,PB,0
2022-04-16,9,Coronavac,4,PE,0
2022-04-16,9,Coronavac,4,PI,0
2022-04-16,9,Coronavac,4,PR,0
2022-04-16,9,Coronavac,4,RJ,1
2022-04-16,9,Coronavac,4,RN,0
2022-04-16,9,Coronavac,4,RO,0
2022-04-16,9,Coronavac,4,RS,0
2022-04-16,9,Coronavac,4,SC,0
2022-04-16,9,Coronavac,4,SE,0
2022-04-16,9,Coronavac,4,SP,0
2022-04-16,9,Coronavac,4,TO,0
2022-04-16,9,Coronavac,5,BA,0
2022-04-16,9,Coronavac,5,ES,0
2022-04-16,9,Coronavac,5,MG,0
2022-04-16,9,Coronavac,5,PA,0
2022-04-16,9,Coronavac,5,PB,0
2022-04-16,9,Coronavac,5,PR,0
2022-04-16,9,Coronavac,5,RJ,0
2022-04-16,9,Coronavac,5,RN,0
2022-04-16,9,Coronavac,5,RS,0
2022-04-16,9,Coronavac,5,SP,0
2022-04-16,9,Pfizer,1,AC,139
2022-04-16,9,Pfizer,1,AL,442
2022-04-16,9,Pfizer,1,AM,560
2022-04-16,9,Pfizer,1,AP,110
2022-04-16,9,Pfizer,1,BA,2226
2022-04-16,9,Pfizer,1,CE,1308
2022-04-16,9,Pfizer,1,DF,176
2022-04-16,9,Pfizer,1,ES,450
2022-04-16,9,Pfizer,1,GO,820
2022-04-16,9,Pfizer,1,MA,1062
2022-04-16,9,Pfizer,1,MG,3345
2022-04-16,9,Pfizer,1,MS,304
2022-04-16,9,Pfizer,1,MT,352
2022-04-16,9,Pfizer,1,PA,829
2022-04-16,9,Pfizer,1,PB,758
2022-04-16,9,Pfizer,1,PE,1461
2022-04-16,9,Pfizer,1,PI,540
2022-04-16,9,Pfizer,1,PR,1781
2022-04-16,9,Pfizer,1,RJ,1790
2022-04-16,9,Pfizer,1,RN,257
2022-04-16,9,Pfizer,1,RO,234
2022-04-16,9,Pfizer,1,RR,38
2022-04-16,9,Pfizer,1,RS,1249
2022-04-16,9,Pfizer,1,SC,1004
2022-04-16,9,Pfizer,1,SE,284
